p_val	avg_log2FC	pct.1	pct.2	p_val_adj	Gene	ensembl_gene_id	entrezgene_id	wikigene_description	ontology term	ontology description	ontology level
4.65E-11	0.290387667	0.269	0.218	1.50E-06	Snrk	ENSMUSG00000038145	20623	SNF related kinase	ATP binding	"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."	molecular_function
4.83E-11	-0.280432352	0.49	0.531	1.56E-06	Ap2s1	ENSMUSG00000008036	232910	"adaptor-related protein complex 2, sigma 1 subunit"	intracellular protein transport	"The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell."	biological_process
4.89E-11	-0.389318547	0.207	0.257	1.58E-06	Htatip2	ENSMUSG00000039745	53415	HIV-1 Tat interactive protein 2			
5.20E-11	0.301249458	0.447	0.399	1.68E-06	Csf2ra	ENSMUSG00000059326	12982	"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)"			
5.30E-11	0.407896229	0.355	0.302	1.71E-06	Smox	ENSMUSG00000027333	228608	spermine oxidase	oxidoreductase activity	"Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."	molecular_function
5.52E-11	0.434686391	0.272	0.223	1.78E-06	Gvin1	ENSMUSG00000045868	74558	"GTPase, very large interferon inducible 1"	GTP binding	"Binding to GTP, guanosine triphosphate."	molecular_function
5.65E-11	-0.345898593	0.382	0.43	1.83E-06	Per1	ENSMUSG00000020893	18626	period circadian clock 1	protein binding	Binding to a protein.	molecular_function
5.93E-11	0.29007206	0.437	0.382	1.92E-06	Rnf216	ENSMUSG00000045078	108086	ring finger protein 216	zinc ion binding	Binding to a zinc ion (Zn).	molecular_function
7.48E-11	0.436573315	0.291	0.243	2.41E-06	Chst11	ENSMUSG00000034612	58250	carbohydrate sulfotransferase 11	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
7.57E-11	0.317314976	0.401	0.35	2.44E-06	Atp2c1	ENSMUSG00000032570	235574	"ATPase, Ca++-sequestering"	ATP binding	"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."	molecular_function
7.82E-11	0.341779938	0.31	0.258	2.52E-06	Abcb1b	ENSMUSG00000028970	18669	"ATP-binding cassette, sub-family B member 1B"	ATP binding	"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."	molecular_function
8.99E-11	0.271609296	0.508	0.456	2.90E-06	Ncoa3	ENSMUSG00000027678	17979	nuclear receptor coactivator 3	regulation of DNA-templated transcription	"Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."	biological_process
9.35E-11	0.354438007	0.377	0.327	3.02E-06	Ubr2	ENSMUSG00000023977	224826	ubiquitin protein ligase E3 component n-recognin 2	zinc ion binding	Binding to a zinc ion (Zn).	molecular_function
9.43E-11	-0.275256895	0.453	0.495	3.04E-06	Tmem128	ENSMUSG00000067365	66309	transmembrane protein 128	molecular_function	"A molecular process that can be carried out by the action of a single macromolecular machine, usually via direct physical interactions with other molecular entities. Function in this sense denotes an action, or activity, that a gene product (or a complex) performs."	molecular_function
9.64E-11	0.329039052	0.254	0.206	3.11E-06	Tmem184b	ENSMUSG00000009035	223693	transmembrane protein 184b	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
1.08E-10	0.344687159	0.268	0.219	3.50E-06	Zkscan3	ENSMUSG00000021327	72739	zinc finger with KRAB and SCAN domains 3	regulation of DNA-templated transcription	"Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."	biological_process
1.11E-10	0.300758483	0.573	0.529	3.57E-06	Clasp2	ENSMUSG00000033392	76499	CLIP associating protein 2	tubulin binding	"Binding to monomeric or multimeric forms of tubulin, including microtubules."	molecular_function
1.21E-10	0.2925047	0.402	0.347	3.89E-06	Kmt2a	ENSMUSG00000002028	214162	lysine (K)-specific methyltransferase 2A	DNA binding	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	molecular_function
1.22E-10	0.415220978	0.257	0.21	3.93E-06	Fgd3	ENSMUSG00000037946	30938	"FYVE, RhoGEF and PH domain containing 3"	metal ion binding	Binding to a metal ion.	molecular_function
1.29E-10	-0.451331756	0.25	0.3	4.18E-06	Gimap5	ENSMUSG00000043505	317757	"GTPase, IMAP family member 5"	GTP binding	"Binding to GTP, guanosine triphosphate."	molecular_function
1.36E-10	-0.311230969	0.346	0.393	4.38E-06	Mrps18c	ENSMUSG00000016833	68735	mitochondrial ribosomal protein S18C	structural constituent of ribosome	The action of a molecule that contributes to the structural integrity of the ribosome.	molecular_function
1.36E-10	0.37034042	0.363	0.312	4.39E-06	Mpp7	ENSMUSG00000057440	75739	"membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)"	protein binding	Binding to a protein.	molecular_function
1.40E-10	0.471251243	0.517	0.482	4.53E-06	Socs3	ENSMUSG00000053113	12702	suppressor of cytokine signaling 3	intracellular signal transduction	"The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."	biological_process
1.43E-10	0.275762445	0.337	0.285	4.61E-06	Atxn2	ENSMUSG00000042605	20239	ataxin 2			
1.51E-10	0.511691851	0.38	0.333	4.87E-06	Rp2	ENSMUSG00000060090	19889	retinitis pigmentosa 2 homolog	GTPase activator activity	"Binds to and increases the activity of a GTPase, an enzyme that catalyzes the hydrolysis of GTP."	molecular_function
1.51E-10	-0.330206098	0.342	0.392	4.88E-06	Itk	ENSMUSG00000020395	16428	IL2 inducible T cell kinase	ATP binding	"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."	molecular_function
1.59E-10	0.322485658	0.361	0.31	5.12E-06	Mctp1	ENSMUSG00000021596	78771	"multiple C2 domains, transmembrane 1"	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
1.59E-10	0.29463627	0.271	0.221	5.12E-06	Slc7a8	ENSMUSG00000022180	50934	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 8"	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
1.73E-10	0.308039167	0.307	0.257	5.60E-06	Cspp1	ENSMUSG00000056763	211660	centrosome and spindle pole associated protein 1			
1.79E-10	0.326518737	0.358	0.308	5.76E-06	Filip1l	ENSMUSG00000043336	78749	filamin A interacting protein 1-like			
1.80E-10	0.278673897	0.582	0.542	5.80E-06	Entpd1	ENSMUSG00000048120	12495	ectonucleoside triphosphate diphosphohydrolase 1			
1.88E-10	-0.302658971	0.378	0.427	6.05E-06	B4galnt1	ENSMUSG00000006731	14421	"beta-1,4-N-acetyl-galactosaminyl transferase 1"	hexosyltransferase activity	Catalysis of the transfer of a hexosyl group from one compound (donor) to another (acceptor).	molecular_function
2.19E-10	0.312651447	0.439	0.392	7.08E-06	Rnf213	ENSMUSG00000070327	672511	ring finger protein 213	metal ion binding	Binding to a metal ion.	molecular_function
2.54E-10	0.285536501	0.415	0.365	8.20E-06	Xiap	ENSMUSG00000025860	11798	X-linked inhibitor of apoptosis			
2.60E-10	-0.294140784	0.435	0.476	8.38E-06	Sod2	ENSMUSG00000006818	20656	"superoxide dismutase 2, mitochondrial"	metal ion binding	Binding to a metal ion.	molecular_function
2.77E-10	0.259833784	0.633	0.61	8.96E-06	Otulinl	ENSMUSG00000056069	223433	OTU deubiquitinase with linear linkage specificity like	cytoplasm	"The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."	cellular_component
2.87E-10	0.284374213	0.376	0.324	9.27E-06	Large1	ENSMUSG00000004383	16795	LARGE xylosyl- and glucuronyltransferase 1	glycosyltransferase activity	Catalysis of the transfer of a glycosyl group from one compound (donor) to another (acceptor).	molecular_function
2.90E-10	0.259971618	0.359	0.305	9.36E-06	Lap3	ENSMUSG00000039682	66988	leucine aminopeptidase 3	metal ion binding	Binding to a metal ion.	molecular_function
3.17E-10	-0.415676549	0.558	0.574	1.02E-05	H2-Aa	ENSMUSG00000036594	14960	"histocompatibility 2, class II antigen A, alpha"	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
3.19E-10	0.29942482	0.573	0.55	1.03E-05	Timp2	ENSMUSG00000017466	21858	tissue inhibitor of metalloproteinase 2	protein binding	Binding to a protein.	molecular_function
3.34E-10	0.281760232	0.327	0.277	1.08E-05	Trio	ENSMUSG00000022263	223435	triple functional domain (PTPRF interacting)			
3.50E-10	0.422501634	0.309	0.263	1.13E-05	Cst7	ENSMUSG00000068129	13011	cystatin F (leukocystatin)	cysteine-type endopeptidase inhibitor activity	"Binds to and stops, prevents or reduces the activity of a cysteine-type endopeptidase."	molecular_function
3.87E-10	-0.308806695	0.34	0.388	1.25E-05	Ddt	ENSMUSG00000001666	13202	D-dopachrome tautomerase	lyase activity	"Catalysis of the cleavage of C-C, C-O, C-N and other bonds by other means than by hydrolysis or oxidation, or conversely adding a group to a double bond. They differ from other enzymes in that two substrates are involved in one reaction direction, but only one in the other direction. When acting on the single substrate, a molecule is eliminated and this generates either a new double bond or a new ring."	molecular_function
4.20E-10	-0.257266027	0.438	0.48	1.36E-05	Lamtor5	ENSMUSG00000087260	68576	"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5"	cytoplasm	"The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."	cellular_component
4.38E-10	-0.302152267	0.413	0.453	1.42E-05	Naa38	ENSMUSG00000059278	78304	"N(alpha)-acetyltransferase 38, NatC auxiliary subunit"			
4.45E-10	0.424960105	0.282	0.235	1.44E-05	Fgf13	ENSMUSG00000031137	14168	fibroblast growth factor 13	growth factor activity	The function that stimulates a cell to grow or proliferate. Most growth factors have other actions besides the induction of cell growth or proliferation.	molecular_function
4.54E-10	0.250701837	0.447	0.396	1.47E-05	Zfp652	ENSMUSG00000075595	268469	zinc finger protein 652	nucleus	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."	cellular_component
4.62E-10	0.282179451	0.303	0.251	1.49E-05	Tor3a	ENSMUSG00000060519	30935	"torsin family 3, member A"			
4.64E-10	-0.292714246	0.346	0.394	1.50E-05	Smpdl3a	ENSMUSG00000019872	57319	"sphingomyelin phosphodiesterase, acid-like 3A"	hydrolase activity	"Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc."	molecular_function
4.81E-10	0.309058064	0.302	0.254	1.55E-05	Pibf1	ENSMUSG00000022064	52023	progesterone immunomodulatory binding factor 1			
5.62E-10	-0.322984495	0.314	0.363	1.81E-05	AI413582	NA	NA	NA	NA	NA	NA
6.08E-10	-0.295212414	0.202	0.25	1.96E-05	Plp2	ENSMUSG00000031146	18824	proteolipid protein 2	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
6.32E-10	-0.304675156	0.332	0.379	2.04E-05	Pts	ENSMUSG00000032067	19286	6-pyruvoyl-tetrahydropterin synthase			
6.41E-10	0.278032976	0.505	0.459	2.07E-05	Akt3	ENSMUSG00000019699	23797	thymoma viral proto-oncogene 3	ATP binding	"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."	molecular_function
6.66E-10	0.369666034	0.343	0.296	2.15E-05	Cacna1d	ENSMUSG00000015968	12289	"calcium channel, voltage-dependent, L type, alpha 1D subunit"			
6.98E-10	0.286655879	0.309	0.26	2.25E-05	Tbc1d9b	ENSMUSG00000036644	76795	"TBC1 domain family, member 9B"	calcium ion binding	Binding to a calcium ion (Ca2+).	molecular_function
7.07E-10	0.40416241	0.25	0.206	2.28E-05	St3gal5	ENSMUSG00000056091	20454	"ST3 beta-galactoside alpha-2,3-sialyltransferase 5"	protein glycosylation	"A protein modification process that results in the addition of a carbohydrate or carbohydrate derivative unit to a protein amino acid, e.g. the addition of glycan chains to proteins."	biological_process
7.42E-10	-0.298681753	0.272	0.323	2.39E-05	Cib1	ENSMUSG00000030538	23991	calcium and integrin binding 1	calcium ion binding	Binding to a calcium ion (Ca2+).	molecular_function
7.63E-10	-0.384305048	0.26	0.307	2.46E-05	Ctla2a	ENSMUSG00000044258	13024	cytotoxic T lymphocyte-associated protein 2 alpha	negative regulation of inflammatory response	"Any process that stops, prevents, or reduces the frequency, rate or extent of the inflammatory response."	biological_process
7.83E-10	-0.291463543	0.337	0.383	2.53E-05	Elof1	ENSMUSG00000013822	66126	"ELF1 homolog, elongation factor 1"	nucleus	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."	cellular_component
9.42E-10	-0.257187182	0.336	0.383	3.04E-05	Ninj1	ENSMUSG00000037966	18081	ninjurin 1	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
